,pos,artist_name,track_uri,artist_uri,track_name,album_uri,duration_ms,album_name,name
111,20,Ailee,spotify:track:2BPXILn0MqOe5WroVXlvN1,spotify:artist:3uGFTJ7JMllvhgGpumieHF,I will go to you like the first snow,spotify:album:42jhVkCdzN4cuIvc0QyXbS,229678,Guardian (Original Television Soundtrack) Part 9,korean 
112,21,LEE HI,spotify:track:1zl7VGjTBriRXgdHEb6z1e,spotify:artist:7cVZApDoQZpS447nHTsNqu,Rose,spotify:album:4m0yIZ1YpdcKQAoDJq466S,222287,First Love,korean 
113,22,Jay Park,spotify:track:2MSjhkw47sGrjbZhColyVx,spotify:artist:4XDi67ZENZcbfKnvMnTYsI,Aquaman,spotify:album:0pW6Q9brZc5MEmrMx9aAUV,252367,Everything You Wanted,korean 
114,23,BTS,spotify:track:4ZSLc2F15wKVPjyLt169tt,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,Just One Day,spotify:album:5DIb84mvBHZnYFpIsdt2tL,239469,Skool Luv Affair,korean 
115,24,BLACKPINK,spotify:track:67BbMuItfrHmaNqDxBPF7c,spotify:artist:41MozSoPIsD1dJM0CLPjZF,WHISTLE - KR Ver.,spotify:album:71QEBJY33oG0l5rqs2kR1c,212600,SQUARE ONE,korean 
116,25,Eddy Kim,spotify:track:0yiigrFvNj02eIlqM8ZGXf,spotify:artist:1sVSMPPNMMSZ7cQNfbvMOe,The Manual,spotify:album:2wlvWp989pPkneKvm4gEw3,181603,The Manual,korean 
117,26,Jung Yong Hwa,spotify:track:0mtuqz4rcMYCKjF1cjmlu6,spotify:artist:6zhAP0FoDccL9kuETOC20q,Heartstrings,spotify:album:4wPXtpmM46V8TgyE2cgkiZ,191033,Heartstrings OST Part.1,korean 
118,27,Jung Yong Hwa,spotify:track:7dkX68UnlbaCBWNDWSrthP,spotify:artist:6zhAP0FoDccL9kuETOC20q,See My Eyes (Heartstring OST),spotify:album:1neFsFSVrQTEJKProXNMG0,191634,Korea OST Top Hits 2014,korean 
119,28,CNBLUE,spotify:track:2sdf2x4YLaHb1k9HtE9cBs,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,Can't Stop,spotify:album:1FezVdVT78L4wviMeDX7tn,237864,Can't Stop,korean 
120,29,CNBLUE,spotify:track:00z4wF0iJsp6GwDkQxkGs6,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,You're So Fine,spotify:album:6yALf97g5ssJkYmNXmr2nP,232858,BLUEMING,korean 
121,30,Jay Park,spotify:track:0k6ItoyE50QuW50nGYLO2v,spotify:artist:4XDi67ZENZcbfKnvMnTYsI,Drive (feat. Gray),spotify:album:0pW6Q9brZc5MEmrMx9aAUV,212334,Everything You Wanted,korean 
122,31,Apink,spotify:track:61NMqZzdUmRHw1KdS1honh,spotify:artist:2uWcrwgWmZcQc3IPBs3tfU,Mr. Chu,spotify:album:2EHA3up6S0LpzQLZ7XlRsb,214750,Pink LUV + Blossom,korean 
123,32,Apink,spotify:track:0PibTyOTrNsVfQReWmPhc8,spotify:artist:2uWcrwgWmZcQc3IPBs3tfU,NoNoNo,spotify:album:6eiG2ul2v7SQKtqGb0zjfU,222106,APINK BEAST ALBUM,korean 
124,33,Suzy,spotify:track:3JBnDOUd18QKjDqSYuOfpm,spotify:artist:4U80LJd8sG6U9YTFP5izka,Dream,spotify:album:7ciJtZ2tYXhKsndQ7bf7Vw,222415,Dream,korean 
125,34,BAEKHYUN,spotify:track:1dzuJ9z66RXuDV3t3gQrFI,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,두근거려 (Beautiful),spotify:album:4RqTf1c4BVayDDMLXwSLCf,224240,우리 옆집에 EXO가 산다 (EXO NEXT DOOR) OST,korean 
126,35,Suzy,spotify:track:3MdJSXjBarAYuuJ7rjJLDk,spotify:artist:4U80LJd8sG6U9YTFP5izka,Ring My Bell,spotify:album:6n9ISr3T3HIRLCp97PFY8c,205683,Uncontrollably Fond OST Part.1,korean 
127,36,V,spotify:track:2LowwiemmGMzzNSH1PJprK,spotify:artist:3JsHnjpbhX4SnySpvpa9DK,It's Definitely You,spotify:album:0sL76PXbgRh97MTzadqEMa,230693,"HWARANG, Pt. 2 (Music from the Original TV Series)",korean 
128,37,BIGBANG,spotify:track:73szhI6oOawKlv6AxgHIS8,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,LAST DANCE,spotify:album:1q8h2HdED1cmgJVo8lEBME,279719,MADE,korean 
129,38,BIGBANG,spotify:track:7uzib3dSSwgUwcD3z0k3bR,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,FXXK IT,spotify:album:1q8h2HdED1cmgJVo8lEBME,231810,MADE,korean 
130,39,Hoody,spotify:track:23Sp4OKoHAmPehmCFsmWdX,spotify:artist:7lXgbtBDcCRbfc5f8FhGUL,Your Eyes (feat. Jay Park),spotify:album:7hq1c0ZrLiSKxzhoRacoG7,204541,On And On,korean 
131,40,BLACKPINK,spotify:track:1Zyd6zQnC6XIIzmg3hP7Ot,spotify:artist:41MozSoPIsD1dJM0CLPjZF,As If It's Your Last,spotify:album:6IzQb2kLydYNfzmKXvmndX,213264,As If It's Your Last,korean 
132,41,G-DRAGON,spotify:track:5FxasBmho2yEvgXrzp9MMW,spotify:artist:30b9WulBM8sFuBo17nNq9c,"Untitled, 2014 - KR Ver.",spotify:album:3TttE8nRMlr9zDewnUbu0c,222867,KWON JI YONG,korean 
133,42,G-DRAGON,spotify:track:54ASqOnnhFprbsGtNg9IEZ,spotify:artist:30b9WulBM8sFuBo17nNq9c,OUTRO: Divina Commedia - KR Ver.,spotify:album:3TttE8nRMlr9zDewnUbu0c,224399,KWON JI YONG,korean 
134,43,SOL,spotify:track:08mBjtIMyRWBh4Y4ubOuiK,spotify:artist:7F3F1w0FK3HYyNLe3wE56T,"EYES, NOSE, LIPS - KR Ver.",spotify:album:5g83RiFIYU6NlMIF5Wp8kk,229989,RISE,korean 
135,44,TAEYANG,spotify:track:4VFOTZfzXPYGfaA2P43QfP,spotify:artist:6udveWUgX4vu75FF0DTrXV,Wedding Dress,spotify:album:2pyoyL0NGw84r1EkKJpQz0,242746,Solar,korean 
136,45,AKDONG MUSICIAN,spotify:track:23DBqqe35rEZOKJk0qYPVy,spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv,200%,spotify:album:03eUMhwODEJRYsYEiqtOpo,193321,Play,korean 
137,46,BLACKPINK,spotify:track:2tnBkiyJWLnQGsjyz4BuJJ,spotify:artist:41MozSoPIsD1dJM0CLPjZF,STAY - KR Ver.,spotify:album:3KacwE6ax8jp1vun6DQ1Jf,231306,SQUARE TWO,korean 
138,47,BTS,spotify:track:6RioKpKPuG1vuyU0wnlAZx,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,21st Century Girl,spotify:album:17FnTn4P3Bkyf6mbNQDhhy,192596,Wings,korean 
139,48,EXO,spotify:track:2ujA6F1cpk3m8lsPE5aKua,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,전야 前夜 The Eve,spotify:album:53pJcIJBdlm5rhVhjSnvHn,176026,THE WAR - The 4th Album,korean 
140,49,KARD,spotify:track:3VC1IEz9M1txlMSx3h3tPM,spotify:artist:2JhAlkmukNvarUpGhTFXUQ,Hola Hola,spotify:album:5eJ58cjTjSRGxOPtVeke2Z,202962,KARD 1st Mini Album 'Hola Hola',korean 
141,50,Hyuna,spotify:track:2FQhL0Cwk69VDrsQEzN9Tn,spotify:artist:3UwlejyX2b458azZ7eCnHb,Roll Deep,spotify:album:1pCouG7uLNQj5XPJq1H4Sj,202536,A+,korean 
142,51,AKDONG MUSICIAN,spotify:track:3UMjZ9bAT1AnpcWD4aKyP8,spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv,DINOSAUR,spotify:album:38x3xlcIBGevQrWHCY6TPs,240571,SUMMER EPISODE,korean 
143,52,EXO,spotify:track:5EzitieoPnjyKHAq0gfRMa,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,Ko Ko Bop,spotify:album:53pJcIJBdlm5rhVhjSnvHn,190422,THE WAR - The 4th Album,korean 
144,53,Jung Yong Hwa,spotify:track:2eXziVXVdsftkKrKOcyVNX,spotify:artist:6zhAP0FoDccL9kuETOC20q,That Girl (Feat. Loco),spotify:album:4D53QLzhxZOs3TVLm86esQ,208284,JUNG YONG HWA 1ST MINI ALBUM DO DISTURB,korean 
145,54,Jay Park,spotify:track:7y9Xospz6eMMJBtqELet7d,spotify:artist:4XDi67ZENZcbfKnvMnTYsI,Yacht (K) [feat. Sik-K],spotify:album:5itCMQKCHB6H9thK7asSHS,246284,Yacht (K) [feat. Sik-K],korean 
146,55,BTS,spotify:track:08eReCl8B3bV1GA247IGc2,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,Hold Me Tight,spotify:album:0Gv6nwfgk6Cy62j0GGITQc,274991,The Most Beautiful Moment in Life Pt.1,korean 
147,56,Jenyer,spotify:track:36FPRDpKyP8hJxPhJs4G17,spotify:artist:05uheFGPahVh2nHIZK1KuB,Cliché,spotify:album:3NZS2qOWS1ZTKlyZnyDqzn,267583,Cliché,korean 
148,57,EXO,spotify:track:5NB0u5gWcwH1D6y3euVSKI,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,What U do?,spotify:album:53pJcIJBdlm5rhVhjSnvHn,221349,THE WAR - The 4th Album,korean 
149,58,YEZI,spotify:track:1jHmGj123EpOxXd9S1PpFF,spotify:artist:6LPOT9C3gvGQHxlZtMLHHg,Anck Su Namum,spotify:album:2Cu1Iu8uGVDqqxydWvxx3y,195422,Anck Su Namum,korean 
150,59,JIMIN (AOA),spotify:track:6NB81kD2XDeTdNBksV0yxM,spotify:artist:0bxSJJ7V2M4Zb9lpRzWPD8,Call You Bae,spotify:album:0rTICDazNtsQYlOIHZOXHj,216998,Call You Bae,korean 
151,60,BTS,spotify:track:7iV733e1KacKrFRaBNxVEf,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,Intro: Serendipity,spotify:album:2FTS6a6DLXMNp8flyA0HGO,139971,Love Yourself 承 'Her',korean 
152,61,BTS,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,DNA,spotify:album:2FTS6a6DLXMNp8flyA0HGO,223122,Love Yourself 承 'Her',korean 
153,62,BTS,spotify:track:3ryjLm3oupIjJFGc39naNi,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,dimple,spotify:album:2FTS6a6DLXMNp8flyA0HGO,196776,Love Yourself 承 'Her',korean 
154,63,BTS,spotify:track:2SYa5Lx1uoCvyDIW4oee9b,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,MIC Drop,spotify:album:2FTS6a6DLXMNp8flyA0HGO,238193,Love Yourself 承 'Her',korean 
155,0,Camille Saint-Saëns,spotify:track:4WJ7UMD4i6DOPzyXU5pZSz,spotify:artist:436sYg6CZhNefQJogaXeK0,Danse macabre,spotify:album:0T9YCy8TruLD6Z4qiCGSn6,428560,French Festival,mat
156,1,Camille Saint-Saëns,spotify:track:1Kzxd1kkjaGX4JZz2CYsXB,spotify:artist:436sYg6CZhNefQJogaXeK0,"Piano concerto No. 2 in G Minor, Op. 22: Piano concerto No. 2 in G Minor, Op. 22: II. Allegro scherzando",spotify:album:4GunE6Xrwkb93FgXOYoxkP,352160,"Grieg, Saint-Saëns: Piano Concertos",mat
157,2,No Vacation,spotify:track:6lbLn5iL2NBJnbib7bTXMn,spotify:artist:32zeX1IoVKAGWMyy1isKUq,Dræm Girl,spotify:album:3Ahz3KpKarLfZAb2bYEe65,234606,Summer Break Mixtape,mat
158,3,No Vacation,spotify:track:1rEsbyBuQ0MqKF3dG7B0bf,spotify:artist:32zeX1IoVKAGWMyy1isKUq,Sad Valentine,spotify:album:3Ahz3KpKarLfZAb2bYEe65,220317,Summer Break Mixtape,mat
159,4,Banes World,spotify:track:5Ss6DqCldgTmIo6BekVOJT,spotify:artist:5BCnLrqpwYtufR1bDWn0hG,You Say I'm in Love,spotify:album:7M3ne50fqV9L911ieSAqyN,176760,You Say I'm in Love,mat
160,5,Banes World,spotify:track:4yp90BbE4dxPXfGGSpbFwT,spotify:artist:5BCnLrqpwYtufR1bDWn0hG,Drowsy,spotify:album:5bo68qHIH6DqSGqmJs6Yky,164027,Drowsy,mat
161,6,PWR BTTM,spotify:track:49MHzAcdjObyNqKcRVw3vZ,spotify:artist:5712BvYQ5m5Wcah576OFH4,Serving Goffman,spotify:album:3FrmJL0ehkWgUM2qVXfT2h,139482,Ugly Cherries,mat
162,7,Tears For Fears,spotify:track:0KG3m0KDzDg7uLHqtfTvpJ,spotify:artist:4bthk9UfsYUYdcFyqxmSUU,Sea Song,spotify:album:00EZ3edHfcpcHJpRl3QcQX,233028,Songs From The Big Chair,mat
163,8,Natureboy,spotify:track:5wNOm5nP4YRv2vywrgpwIq,spotify:artist:3g3ew6TtLErig0QaTcSaPt,Fortune Only,spotify:album:3d2Jini2y0bgHpvbcH1lql,260175,Only No One,mat
164,9,Joy Again,spotify:track:0EKH4YxisqaxUMnV2x0ZrW,spotify:artist:4jCIAMb0zEArF3GYEYzoDk,Looking out for You,spotify:album:3P2dPVYccja3tNEIBN6Slx,179499,Looking out for You,mat
165,10,Joy Again,spotify:track:3MGo8vd3wIQ7PmHgj9hEdO,spotify:artist:4jCIAMb0zEArF3GYEYzoDk,Necromancer,spotify:album:3ui8Pv7PnVKDpyLRGpYOcm,153573,Joy Again - EP,mat
166,11,Joy Again,spotify:track:13XifhwLU68h7Z3uCm8GLw,spotify:artist:4jCIAMb0zEArF3GYEYzoDk,Mistakes,spotify:album:3ui8Pv7PnVKDpyLRGpYOcm,118975,Joy Again - EP,mat
167,12,Part Time,spotify:track:3MK5vIP1wJqtxQOxp4d3j7,spotify:artist:5M0HAqHXyOh3q7WQnvce8o,Strangest Eyes,spotify:album:2oc468vmeCfjey1EMET89s,233063,Virgo's Maze,mat
168,13,Part Time,spotify:track:0nKnz4M421QMOZyXSlw8pk,spotify:artist:5M0HAqHXyOh3q7WQnvce8o,It's Elizabeth,spotify:album:2oc468vmeCfjey1EMET89s,282048,Virgo's Maze,mat
169,14,Part Time,spotify:track:0y6J7BPS6JTDkFOB7HIYPt,spotify:artist:5M0HAqHXyOh3q7WQnvce8o,Pussy of my Dreams,spotify:album:2oc468vmeCfjey1EMET89s,180816,Virgo's Maze,mat
170,15,Part Time,spotify:track:7pQcijAjMJ6wAF1wTkR6bQ,spotify:artist:5M0HAqHXyOh3q7WQnvce8o,19,spotify:album:40FoS0PTwpc9NnMOhiIgcy,207266,What Would You Say?,mat
171,16,King Krule,spotify:track:41KIQllu3eKuD4RdLSpzX0,spotify:artist:4wyNyxs74Ux8UIDopNjIai,Neptune Estate,spotify:album:6zmDdgPRKrvYwXk8eWv3iK,312973,6 Feet Beneath The Moon,mat
172,17,The Preatures,spotify:track:71l93iUkmRg9jpeAgjN3LU,spotify:artist:5gcDZA9xXCOspWgQilUYIu,Somebody's Talking,spotify:album:3JxzIkZt1ttKx2Xr0J0w7l,207565,Blue Planet Eyes,mat
173,18,DIIV,spotify:track:2K0HAp3di1AvmIjYYdPk4J,spotify:artist:4OrizGCKhOrW6iDDJHN9xd,Bent (Roi's Song),spotify:album:5PPPABn2aZ0jRuHPMONwSR,340366,Is the Is Are,mat
174,19,Gazebos,spotify:track:4RCjEqGNS8xdU4nOhzDp0E,spotify:artist:5QP6YlOw9QlFgb6pRG6euk,Just Get High,spotify:album:5ZDhIDqJ43rWbMKUzQtJgI,288920,Die Alone,mat
175,20,Tacocat,spotify:track:1sXFe0GAwr8ml6vKTViZLP,spotify:artist:3h0MN1neFknEvlYKxFmSQW,I Love Seattle,spotify:album:0VYPxPMRu8D7PYvsCgwuRE,156162,Lost Time,mat
176,21,Army Navy,spotify:track:0yh8lUyxqhugZ4pngSJjFO,spotify:artist:5kxbczSLck59eyR8GDsHd6,Dark as Days,spotify:album:4ORfkLvCcVI8qhCfQrx2Mn,221853,Army Navy,mat
177,22,The Lonely Forest,spotify:track:6BAwTzs5CWWuaaOpp6mTeL,spotify:artist:4Xo1N4V7w6qX23OHAPcLCe,End It Now!,spotify:album:4SKnp9LlgXiEeVVud74fTS,261146,Arrows,mat
178,23,Rooney,spotify:track:7bBEDtVmP86Zli3NmBV17y,spotify:artist:78inRkIIF0n9R9I2HPoWP7,When Did Your Heart Go Missing?,spotify:album:7kHRGtUgh8UTZhN3A8eJF1,212926,Calling The World,mat
179,24,Bloc Party,spotify:track:6Y1iE1DeplhVDUgW8QiCaS,spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ,Signs,spotify:album:0O3cgZfGEuJYLgQn0DylFo,277533,Intimacy,mat
180,25,Waxahatchee,spotify:track:3F2UF9hqzcMIi41dmTvh4e,spotify:artist:5IWCU0V9evBlW4gIeGY4zF,Under A Rock,spotify:album:330rzJqNOw2BELsfWg3vXl,128186,Ivy Tripp,mat
181,26,Grizzly Bear,spotify:track:0iTpQYzJnYgh7kIxyq8A2O,spotify:artist:2Jv5eshHtLycR6R8KQCdc4,Two Weeks,spotify:album:6FIFqclBriPCb0SjWDaHIk,243160,Veckatimest,mat
182,27,Grizzly Bear,spotify:track:202QyrB6Q3Kimsr7KqJut3,spotify:artist:2Jv5eshHtLycR6R8KQCdc4,Yet Again,spotify:album:57LAEzKL94ZHwbIkUWYCDY,318423,Shields,mat
183,28,Vampire Weekend,spotify:track:2qpQvKdVtxgTRu4q6xXrL7,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,Campus,spotify:album:5oXBmKbyJeQftWMo87cQ9F,176466,Vampire Weekend,mat
184,29,The Babies,spotify:track:08mEHKuCfCJeRyrJ6x7smE,spotify:artist:1ZFl1BJzJDj3SdxLD4P48Z,Mess Me Around,spotify:album:7BQtpdUIIzfRggYzqqOfmm,135392,Our House on the Hill,mat
185,30,Kopecky,spotify:track:3QYB3Ivwqh84aiuxyEjUFo,spotify:artist:0vRO9bFgOrDoFtLcDHV8b6,Talk To Me,spotify:album:581UyGGQZpWEFMdv7BLlQA,173826,Drug For The Modern Age,mat
186,31,Nothing But Thieves,spotify:track:13QI6bq0U8HMK7gUpAwFBK,spotify:artist:1kDGbuxWknIKx4FlgWxiSp,Trip Switch,spotify:album:0vBxqUHwetFn5jCwAKX7Uk,181146,Nothing But Thieves,mat
187,32,Dr. Dog,spotify:track:2vupkXhwL4sNCRgNu72HCZ,spotify:artist:4mLJ3XfOM5FPjSAWdQ2Jk7,Heart It Races - Dr Dog Version,spotify:album:6wY9YCNf0EpuogJgcPLY0W,233128,Heart It Races,mat
188,33,My Morning Jacket,spotify:track:4khStWYsg8yzAku9hgTFW9,spotify:artist:43O3c6wewpzPKwVaGEEtBM,Big Decisions,spotify:album:3S3ZsmUWCNT2MmeA9vbn31,232946,The Waterfall,mat
189,34,Wet,spotify:track:6a5xI87SEuxoeX6riFYEjM,spotify:artist:2i9uaNzfUtuApAjEf1omV8,It's All in Vain,spotify:album:4vTrbwGUedO7SN3DqNOiYU,214266,Don't You,mat
190,35,Wet,spotify:track:1PW0MH1EwqC09G0OnnjnT4,spotify:artist:2i9uaNzfUtuApAjEf1omV8,Deadwater,spotify:album:4vTrbwGUedO7SN3DqNOiYU,217000,Don't You,mat
191,36,Steve Lacy,spotify:track:6FBzhcfgGacfXF3AmtfEaX,spotify:artist:57vWImR43h4CaDao012Ofp,C U Girl,spotify:album:33jE0rzk63VdTJcDukmjRa,129697,C U Girl,mat
192,37,BROCKHAMPTON,spotify:track:2anAr4t1wpiy2qBK9CGnyn,spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA,HOME,spotify:album:48IFY1wERoy8Lac5FuXHpc,302393,ALL-AMERICAN TRASH,mat
193,38,BROCKHAMPTON,spotify:track:0hkxAENNrJ18AzHqync5n3,spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA,CONTACTS,spotify:album:48IFY1wERoy8Lac5FuXHpc,91062,ALL-AMERICAN TRASH,mat
194,39,A.Dd+,spotify:track:3tvb5DvwShgHDcpumThLU4,spotify:artist:0oiw7PY6VPt7w2KsV9Xhcu,Can't Come Down,spotify:album:7HgnwHkCSXCbStpPSUoCaV,224549,Can't Come Down,mat
195,40,Antwon,spotify:track:0KVMFZQKf7FEkgvYQvi8KA,spotify:artist:7sV1sLUCpxr8MVlu0GyVU5,Luv,spotify:album:4hLr0uUQR5Kcz04YUvkvlU,196840,Luv,mat
196,41,Antwon,spotify:track:4hOwgpdVS1x1e2NxWCmDvL,spotify:artist:7sV1sLUCpxr8MVlu0GyVU5,Life Is What You Make It,spotify:album:3z3avdEJ6agC6JzWMYmqJn,195706,Dying in the Pussy,mat
197,42,Night Lovell,spotify:track:6lt8N5nSY1EaiyeDRAIwcW,spotify:artist:2y246nnP9pQT0E6v3ZMMOO,Contraband,spotify:album:4IoGoJXlXVTyY7X3trKeq6,227115,Red Teenage Melody,mat
198,43,bo en,spotify:track:5XkTer2cNrqMAAYOiqwdJt,spotify:artist:1EotkJocwHvhFOAsoOj1jJ,Miss You,spotify:album:1a2UnYDnfK25QJKfgHNHnu,202874,Pale Machine,mat
199,44,bo en,spotify:track:5hs2nY40aeqM0mpP8SBOon,spotify:artist:1EotkJocwHvhFOAsoOj1jJ,Money Won't Pay,spotify:album:7n6zRzTrGPIHt0kRvmWoya,237500,Pale Machine Expansion Pack Singles,mat
200,45,bo en,spotify:track:0tOyrixMQ17NUznPIxYtVD,spotify:artist:1EotkJocwHvhFOAsoOj1jJ,I'll Fall,spotify:album:7n6zRzTrGPIHt0kRvmWoya,218374,Pale Machine Expansion Pack Singles,mat
201,46,Cigarettes After Sex,spotify:track:3GhsBdS9ulPK3KCdwHRPhG,spotify:artist:1QAJqy2dA3ihHBFIHRphZj,Nothing's Gonna Hurt You Baby,spotify:album:6w9osZGOS8B7XWW51SBwFT,286293,I.,mat
202,47,Cigarettes After Sex,spotify:track:4eVNSHRazoHgfYGv3AYFyZ,spotify:artist:1QAJqy2dA3ihHBFIHRphZj,Affection,spotify:album:5MdPMGnu8UZlDrrF0nQEKL,311000,Affection,mat
203,48,dandelion hands,spotify:track:4mlqHOqOXja92BT4M51lkj,spotify:artist:6mOWFF6HJ6krnIpW0CHLQm,I Like You,spotify:album:68WgULHIkX1dsZYsFPOWWR,167126,It's All In Your Head,mat
204,49,Sports,spotify:track:52OKylOQQSETWtXncZN3L7,spotify:artist:4AGNJdJiVltImYk1UTLE0K,Strange to Hear,spotify:album:5mzRPtsvAzLBqyYtjH6gMs,252800,Naked All the Time,mat
205,50,The Kooks,spotify:track:3hyi4CYvZ3K6EqAI2ja7pl,spotify:artist:1GLtl8uqKmnyCWxHmw9tL4,Sweet Emotion,spotify:album:22F5JWqnUh0qchqI2wQfS0,308569,Listen,mat
206,51,Xiu Xiu,spotify:track:3Ex4oMC0UeAQNAG78AuVfi,spotify:artist:5JLqvjW3Nyom2OsRUyFsS9,Pink City,spotify:album:4ukM0IdJpt2NL8F8kDebS7,133373,A Promise,mat
207,52,Moose,spotify:track:590sE8TWkgAscOaLyjvYRl,spotify:artist:5juac7bFYyLKmV0VGSyaKM,First Balloon To Nice,spotify:album:3jlchQb5BMfS7Cug5iceJn,168933,Live A Little Love A Lot,mat
208,53,Moose,spotify:track:6tZUEAbX1M8twwJG26nLPf,spotify:artist:5juac7bFYyLKmV0VGSyaKM,Rubdown,spotify:album:3jlchQb5BMfS7Cug5iceJn,372293,Live A Little Love A Lot,mat
209,54,Moose,spotify:track:17q3q8wMWgYB8HoqZNNMRT,spotify:artist:5juac7bFYyLKmV0VGSyaKM,So Much Love So Little Time,spotify:album:3jlchQb5BMfS7Cug5iceJn,202533,Live A Little Love A Lot,mat
210,55,Moose,spotify:track:6R7gv0TqoBs4CFDhm5uPzr,spotify:artist:5juac7bFYyLKmV0VGSyaKM,Last Of The Good Old Days,spotify:album:3jlchQb5BMfS7Cug5iceJn,284333,Live A Little Love A Lot,mat
211,56,Moose,spotify:track:6AAWJJ0zamfEVReLLDj4BC,spotify:artist:5juac7bFYyLKmV0VGSyaKM,Screaming,spotify:album:5xxnHsOdealeAwAjfJfWH6,233733,. . . XYZ,mat
212,57,Rogue Wave,spotify:track:62Rq7yIwT6p2FFxiszk3dc,spotify:artist:2JSc53B5cQ31m0xTB7JFpG,Love's Lost Guarantee,spotify:album:5yP4fdlKXAvY4wwJLCxfh8,284973,Descended Like Vultures,mat
213,58,Rogue Wave,spotify:track:1gMxEMadnj1DIiny9wOAiT,spotify:artist:2JSc53B5cQ31m0xTB7JFpG,10:1,spotify:album:0ZvFi6ooJJOuMuMWfHAstk,199613,10:1,mat
214,59,Rogue Wave,spotify:track:1KVU56xCG8SqaXRjf9n4Da,spotify:artist:2JSc53B5cQ31m0xTB7JFpG,Crush The Camera,spotify:album:0ZvFi6ooJJOuMuMWfHAstk,180666,10:1,mat
215,60,Rogue Wave,spotify:track:4nZLpgrDO1O8mXI1sPNHov,spotify:artist:2JSc53B5cQ31m0xTB7JFpG,Every Moment,spotify:album:6HqU5Tckb8sF6Gj2CRPla2,135746,Out of the Shadow,mat
216,61,Rogue Wave,spotify:track:3wKt77fHCmjWRXkmkYTxrl,spotify:artist:2JSc53B5cQ31m0xTB7JFpG,Endgame,spotify:album:6HqU5Tckb8sF6Gj2CRPla2,260000,Out of the Shadow,mat
217,62,Weezer,spotify:track:3g2gQMeeQAEPztiQKMlGSl,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,El Scorcho,spotify:album:3jWhmYMAWw5NvHTTeiQtfl,243530,Pinkerton,mat
218,63,Meltycanon,spotify:track:5pBqIndYOFIWDQPu035Etz,spotify:artist:3agnCimLdkVM3mc4PFJUxC,Veldt,spotify:album:1NPw3LL7EKyNuWg75euyFk,151662,soft & wet,mat
219,64,Meltycanon,spotify:track:0yegUfm5PJuspjElvwHFt8,spotify:artist:3agnCimLdkVM3mc4PFJUxC,Patroklos,spotify:album:1NPw3LL7EKyNuWg75euyFk,180002,soft & wet,mat
220,65,Meltycanon,spotify:track:3vZTUFGoEFSId655tfKCFE,spotify:artist:3agnCimLdkVM3mc4PFJUxC,suncream,spotify:album:1EEfWfBE6Xv6X5fy4KFem5,121172,old compilation 3,mat
221,66,Chairlift,spotify:track:2yXfkGdRTSPgSFJfOGsLhk,spotify:artist:7hAolICGSgXJuM6DUpK5rp,Crying in Public,spotify:album:4j7QJ7DKZ0cBsNuD7GmJFx,268986,Moth,mat
222,67,Connan Mockasin,spotify:track:6J7c3Fg5Bey55neqioLLvd,spotify:artist:247AfC9pLuqwgpH8Mo96oA,It's Your Body 4,spotify:album:16KYbAktZMfmABdrZ0Pm6Q,101466,Caramel,mat
223,68,Marcy Playground,spotify:track:2U4FtN8jDqDKSzGpVC1iLf,spotify:artist:7AQzXO3NPNQsI7oNu5rC3r,Poppies,spotify:album:5dR0fhE3oveLRSUMMQ3oRB,169733,Marcy Playground,mat
224,69,Concorde,spotify:track:4fmU11hc9cNOvnD1rvddUl,spotify:artist:5gSzpQeKekCGJTR9hcWwKF,Just Kiss Her,spotify:album:23qAGuV2cnNN2wR8zgayIC,302532,Summer House,mat
225,70,Mariah Carey,spotify:track:5aVCrbz2wVTA4OFxYd8ZGA,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,Infinity,spotify:album:4D7dLtmZ1BHK0I1IgSOq7K,239980,Infinity,mat
226,71,Mariah Carey,spotify:track:2H1l4JczUDbiWfQtQElB05,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,Touch My Body,spotify:album:7JXUd8N7OXYQz981E5Jaq2,204733,E=MC²,mat
